,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
V1,1.0,0.394526514596635,0.263897483583411,0.0870718268558262,0.183521713060451,0.0767713365953265,0.37460615909967,-0.364156857454714,0.305607284565888,0.0557784625863994,0.187116529382881,-0.0489203842145966,0.253223705614742,-0.239875512460969,0.045614024389798,-0.141447420965204,-0.0135145910988337,0.0230584054419711,-0.103496031194328,0.135134928985767
V2,0.0587320126507212,1.0,0.208033724954972,-0.340415101506888,0.202170613943827,-0.241204318299039,-0.375432987551221,0.0373086345627212,0.0205461855146184,0.12613567737163,0.17909011535593,0.0073963117216416,-0.214153741556806,0.245198359783737,0.234786973590692,0.0607660589687135,-0.10507083236457,0.241182975335328,-0.0279552885963542,0.0450263256142626
V3,-0.588684067922608,0.399249310724482,1.0,0.110388121957641,0.413171038090637,-1.01265776175715,-0.519296718117613,-0.468446775542055,0.603290879500587,0.45720310163618,-0.58733860337864,-0.203735809184198,0.511723703409513,0.0192095260584573,0.427373241221062,-0.305475999176092,-0.30660676060342,0.140053909600979,-0.313433613006766,0.890756359136286
V4,0.0209891311388951,-0.0043175057728892,-0.121158662642455,1.0,0.222288702788103,-0.279290513738894,0.0188023930812483,-0.0892018719172831,-0.0924141853345605,-0.0111383448836294,-0.333308570285436,-0.0237148029224605,0.0610291748877557,-0.0719313585061344,-0.119606228694721,0.153796099169479,0.202950828568477,-0.541539619635868,0.0269280222378015,-0.258736330543214
V5,-0.582758967021936,0.225565323418408,-0.566009179017102,0.128670575067164,1.0,-0.375711825228149,-0.262775442468358,-0.935647977031704,-0.335516175991164,-0.249431246056872,-0.248753301191751,0.0189499026356958,-0.157517831890572,0.0819762809430805,0.201167128348907,-0.0318408782644761,0.25624027138898,0.0818773317698051,0.232692066536269,1.12103273353248
V6,0.0938920855655762,0.20162859080898,0.149929369731535,0.152763578358753,-0.126157714208677,1.0,-0.226943571596666,-0.226235490892821,-0.0319660124610042,-0.0683444938882282,0.0654718215734104,-0.0193980381553729,-0.0549808337972463,0.0204015399625317,-0.220925977251765,0.114271586454858,0.0525329216341906,0.098407614323959,-0.0640062392679125,0.0459357772472655
V7,0.530139062907661,-0.15378167747287,0.0659878943164081,-0.167207054589846,0.743152681128046,-0.391132046680441,1.0,-0.322856142786451,-0.119054086930691,-0.502052233915636,-0.45475436308125,0.783788414247236,-0.477758682894915,-0.427920808834275,-0.194028693749681,-0.111858088551696,0.491668478408883,-0.686556098649435,0.302444350169979,-0.383889482120328
V8,0.146725247868883,0.0406369988005524,-0.0554234736101746,-0.315032374549596,-0.0003524169450819,0.0037673883847559,-0.34828454902224,1.0,-0.0766028557075252,-0.169705568634342,-0.0338758664893321,-0.0795343870458287,-0.459516769892768,0.463599953009333,-0.599376943708008,-0.130904029036973,-0.103150525650546,-0.374517179738157,0.282882297992953,0.0003516613742272
V9,0.470155886664724,0.561952829797983,0.476862391981545,0.143288687731689,0.228254421588284,-0.491195164958333,-0.0653550733343808,-0.111433397748092,1.0,0.360398189130554,-0.289489482545118,0.568161419699417,-0.180964052599656,-0.523757414427628,0.450726173546815,0.261511137862299,-0.347524467828006,0.206390088563956,-0.34177807548265,-0.289983081226454
V10,-0.258540094807388,0.248729677443028,0.253512467002501,-0.35860618784281,0.210425107899943,-0.178431719503498,0.0238137135840444,-0.421033667585556,0.297328715067604,1.0,0.0215068568131212,0.369423263958346,0.38978980688931,-0.200169603440727,0.346629535502131,-0.109064934267226,-0.601855098245822,0.181968325381382,-0.498582367796311,0.222467373925407
V11,0.0204710927336896,0.297602651414767,0.637598830695246,0.19614080706111,0.644096121036263,-0.546601765718888,-0.781486063830994,-0.0363263739327725,0.228538415334104,-0.244706634371844,1.0,0.39783600549194,-0.496436900691757,0.620157126742801,-0.395521943845585,-0.916551015535911,0.361516888336944,-0.21619053226875,0.582788544278759,0.87586432686881
V12,-0.337332688445007,0.242387467989484,0.28256446198292,-0.0797415082737448,0.142824484335612,-0.0744476663089457,-0.30424782292228,-0.115087287400465,0.148798474545718,-0.0885224419359891,-0.0206382239034984,1.0,-0.461073082105534,0.281240742394945,-0.183865331588994,0.116670919857243,-0.0519412067195063,-0.0442902625844109,0.271093943683651,0.472035456349262
V13,1.14410926005148,0.750879718647549,-0.25438208099577,0.0888853736846372,0.531935815424811,-0.421567814180167,0.511446646049826,0.303133699621901,0.204434783183914,-0.635196267914813,0.355412935393888,-0.578621447210286,1.0,-0.255506960900837,-0.742606145303892,-0.51745671240102,0.41744988541746,-0.0944950359074043,0.458779784671706,-0.589019265581428
V14,-0.0616116685626363,0.137743946888374,0.0615418528614071,-0.184740324637887,0.135885942487404,0.228569412002359,-0.265960044353543,0.166767765619416,-0.0586763107588494,0.21670967548784,-0.0670419631832075,0.0670022486824588,-0.214248988785333,1.0,-0.0406629054899265,0.400053819216844,-0.299751918652794,0.0015660523336455,0.15908748750709,0.443329481208246
V15,-0.0253933427693618,-0.0656026281921638,0.154659495857367,0.204255263162886,0.0631339858996972,-0.592124784082913,0.155714804659777,-0.416748647199007,0.156837851558483,0.0247915011207317,0.0824905253302204,-0.68288624526281,0.39343790144894,-0.251842740868278,1.0,-0.206198299754751,0.304112694478744,0.293701002692736,-0.372251598786725,-0.0103678850831543
V16,0.282430051759102,0.0775568286429428,0.59205935820973,0.325801883004726,0.381026329758949,0.0285340261194089,-0.586417863728319,0.559578928920484,0.168705932802403,0.142196254979699,-0.0022479916419572,0.178515478372098,-0.609167004414547,0.269297614243631,0.329908414765706,1.0,-0.140674074607394,-0.302290921606811,0.162575009335986,-0.0475345527396587
V17,-0.0741905151609191,0.435043632909859,0.37297313792731,-0.008940780215215,0.334940195995705,0.282373302999574,-0.304341161150019,0.375474657593976,0.0021713183264658,-0.105190420507749,-0.204630411731517,-0.292207256363637,-0.154185216857047,0.320020394204266,0.0381943529188909,0.0499269338488494,1.0,-0.107868658152153,0.175443338407507,0.0491901477651932
V18,-0.0009881547449401,0.53988868508833,0.277188879938344,-0.127126222234766,-0.511160090775164,0.337256835167457,-0.118486613401144,-0.0091614897708416,0.575002665524881,0.172038378138429,0.549784856834256,0.334121757539594,-0.178141228627315,-0.275958677942183,0.558593958793902,0.249444867119474,-0.131044482768525,1.0,-0.294865324390188,-0.303772412495311
V19,0.089138684497025,0.408674771432885,0.233478074573661,-0.241299121458153,0.732400281850724,-0.353382177603272,-0.395652267401694,0.196798045198366,0.149288558730811,-0.0861407946939101,-0.393323026480235,0.172397997191468,-0.548705326176388,0.366454977589383,-0.19202569891215,0.201392996614244,-0.191219449148686,-0.310302086354315,1.0,0.296131607715982
V20,-0.280330896053789,-0.272614601903007,-0.0809797999056815,-0.45392230891553,0.121131633398721,0.287913372382567,-0.0429773318992073,-0.192681512355455,-0.1926048305598,0.263735566180653,-0.0112609664493974,-0.306461723537837,0.169991273036453,-0.443454505352626,-0.193050258904894,0.174655023734404,-0.432809045185798,-0.0524365097789702,-0.153566494783442,1.0
