"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"V1",1,-0.176652794557009,-0.0773603469340482,0.267428706564337,-0.239588124273334,-0.155668954834178,0.365710935604322,-0.0858354655138499,0.0508168942862793,-0.0565374121174247,0.0220436641961144,-0.0854644635749107,0.370776084782618,-0.280564120133034,0.00724204860665126,-0.343429736393984,0.353993722935546,-0.292869404129054,0.128437206168187,0.175938436845715
"V2",0.110342084344654,1,-0.296151746944247,0.0173520765292769,0.130188020687636,0.496972968897005,0.187654477599978,-0.114741524919816,-0.0286715124875602,0.106839031610622,-0.0579786042513619,-0.054658692602409,0.328780882264682,-0.368887093784569,0.172440289066732,0.0831575124949483,0.17120250427022,0.129993550490048,-0.0800993401804928,0.278033396098074
"V3",0.165425043756933,-0.0922560889351443,1,0.127991672800381,0.324531525681471,-0.12684243388297,0.0574387670410426,-0.814932779394956,-0.509283703537185,-0.775654420491208,0.077313121005375,-0.36055804508782,0.154927309437153,0.291628068817872,0.110017669001658,-0.779692102649211,0.139750699251182,-0.531388225897303,0.841648809211117,0.257109440629345
"V4",0.0498701978168368,-0.0563361590828322,0.180916208897077,1,-0.0971400240200515,0.277841748936875,-0.257263147495747,-0.179801416793326,-0.310808602667185,-0.459949322286003,0.107073155881857,-0.0738500589299198,-0.0829537228282639,0.120440229537223,-0.366434701453662,0.297508616025966,0.388073932636432,-0.417402142400378,0.492220243806904,0.149225453381913
"V5",-0.0138240615863248,0.0192230352865728,-0.112097183791213,-0.0107213637667928,1,0.174862766757156,-0.0943244402434952,0.0281893634786414,0.165287683882728,-0.0237138111153015,-0.0188856883597923,-0.0578823218910186,-0.165526066572455,0.251989183767693,0.0885587336554673,0.109122040966358,0.0343882838173608,0.0606683031161942,-0.105850491470863,-0.0908829053812799
"V6",-0.132264572202775,0.0649718798566034,0.226055485907986,-0.704673188925812,-0.0774932854973688,1,-0.339345621657784,0.26200684478219,-0.368981398467598,0.307764441482297,0.252189923579922,-0.488369746106391,-0.269599740817779,0.441007632564726,0.105762824507819,0.177120994062246,-0.434661206378176,0.206919288796998,-0.0696063815580694,0.0568163690959291
"V7",0.11322099517994,0.183673760212276,0.169793057009207,0.255212251534787,-0.208338041608488,-0.0471066253706616,1,0.290722503282993,0.0209636564281621,-0.122495419950382,0.205592565406815,0.116745035940795,0.338166764572735,-0.555018985452277,-0.31975964160411,-0.585262861005584,0.0232494726271614,-0.207205157061265,-0.30990503589656,-0.400681236777887
"V8",0.493977324051438,-0.324566885413837,0.323081969078612,-0.39559346833633,0.615037997506371,-0.0474613362288054,0.417259424238408,1,-0.155637414300961,-0.384699412659888,0.835088792765389,0.471646202492532,-0.1571822751935,-0.0172294333138211,-0.202189095758472,-0.887182368472307,-0.105401773506457,-1.29138538034108,1.39775338686546,0.197454770907378
"V9",0.0991626339160434,0.275744786937574,0.215796776369752,-0.510771843601766,0.586778024969455,0.37499882246234,-0.324017262883788,-0.671138994287686,1,0.392848122245757,-0.429391142684719,0.901247813824023,-0.588198521965416,0.355923481388735,-0.162467134541449,-0.154850895977536,-0.763829930981572,-0.66954933092314,0.658519649455441,1.12459557093292
"V10",0.0778359301908518,-0.548271582320688,0.543145464932739,-0.675811988241523,0.699372069314457,0.405771289195704,0.260276710528925,0.630743845512582,-0.518224707043493,1,0.648350257371011,0.472507255892737,-0.041650612570988,-0.582318733411418,0.105449502461431,0.184339769950181,-0.277173960254529,0.508743705992977,-0.630647501250062,0.308788435399732
