,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
V1,1.0,0.126885783788643,0.0593859354257403,0.115299062261394,-0.0261312229177415,-0.318402547951385,0.332177623200159,-0.106365147957569,0.335975387105515,0.163838643402855,0.0136863644952726,0.126841958778428,,-0.140807188996026,-0.242984990819137,-0.213106329758978,0.0909973212430406,,-0.0599111507620545,-0.183210188007306
V2,0.182134344291536,1.0,0.0436682179452805,0.339789845643206,-0.226383214114997,0.273795515380587,0.433431069286041,-0.0674916252562695,0.212384146175809,-0.0198621854000331,0.311110102430351,-0.167822677088022,,-0.150949515710871,0.0344026823841313,0.0774158467365946,0.0829045023516571,,-0.223774814032717,-0.325001734874101
V3,0.249720867849578,-0.477949110819999,1.0,-0.0460143357071979,-0.0477091211968718,0.134435893098844,-0.223802984666471,-0.200852381187724,-0.297873004681029,0.0233240684304647,-0.136705649339153,0.194237430956716,,0.0178697876770788,-0.35724311018738,0.0814584124675825,-0.340155584567279,,0.20787937500238,0.0975515928399984
V4,-0.037577986021823,0.119324095580365,0.350506984489579,1.0,-0.190985236165291,0.316788348672088,0.218704339329875,-0.266194802697259,0.0271748571637816,-0.101919762422563,0.0549220726549866,-0.0014764521963341,,-0.250375134213385,-0.285899959522456,-0.229872300741274,0.185852781799588,,-0.265227644064318,-0.135262057259986
V5,0.298910359441803,-0.0701744798404108,-0.258651220791016,0.485632611594285,1.0,-0.393363054600998,-0.063403491891038,0.151112213187209,-0.328727812586805,0.0032606981101567,0.217122377533425,0.184759439579418,,0.0895212333050008,0.125238734544956,-0.312731102637936,-0.0579580180415131,,0.112700942450259,0.263247762764881
V6,0.429268915886156,0.202447892305868,-0.0903560744549457,-0.156482471640212,-0.0737066359902141,1.0,-0.176147391943984,0.307130752302901,-0.387688947686326,-0.468575186146686,-0.0693919480041235,-0.611486259245437,,-0.0235400728922971,0.0205401708009318,0.166208057213295,-0.101548857897442,,-0.090801730650284,-0.138327741482734
V7,-0.0814035203988833,0.0353775542293045,0.0165502315058136,-0.0383734224712629,-0.45162948627865,-0.357804717998123,1.0,-0.0555632434510687,0.354896531019673,-0.154976175521078,-0.176330580191365,-0.159341261173067,,-0.653736444852359,-0.573236182153011,0.474870372322783,-0.581336990980456,,0.158730486236333,0.0966289101193267
V8,-0.0649974940110982,-0.180601767902976,0.144719074405481,-0.176843455395733,-0.220829464781166,-0.0877500037732885,0.0768560070549396,1.0,-0.19147201727871,0.0859535605719696,-0.177794852169484,0.330842342524547,,-0.0021779630592891,-0.337065422816395,0.234713498341096,-0.132869861885929,,0.74559479523854,0.231964980284845
V9,-0.156125228688643,0.136392951080549,-0.326944611125598,-0.168750619665007,-0.0811872403386215,0.145155302229196,0.0552648647675993,0.0141824470542797,1.0,-0.14361485858737,0.497651141935599,-0.126276811892325,,0.11122600652729,-0.334895998259016,-0.147283065318165,-0.16975324483155,,0.207694871281393,0.210061352775196
V10,0.175591476365981,-0.017567283206855,0.0351564989394279,-0.257839027207485,0.271665576799506,0.178143443317949,-0.408587648239904,-0.194723576479429,-0.759875664896774,1.0,0.168139742960841,0.318614463375153,,0.0103735848897421,-0.312108555866157,-0.233642082767787,-0.332361070934753,,-0.310544146824205,0.422043562235237
V11,0.627351351181904,0.887854005579506,0.302542206807225,0.397685808723014,-0.597905581620814,0.853737747893736,0.172360519509154,0.0841867884232559,0.0419021676894514,-0.193067439624389,1.0,-0.0497671225135248,,0.149095661562025,-1.05258247184004,0.174956521845785,-0.72962875732388,,0.392340675159853,0.271910091468419
V12,0.90772304074376,-0.927638776579081,0.0172527508486168,0.161356550437951,-0.313784845128292,-0.0993055507468785,-0.0925033648152076,-0.712777306530528,-0.473066852420652,-0.491409649116912,0.38748605524789,1.0,,0.68746681205516,-0.0753395320047238,0.748862380478969,0.406915092966102,,0.56146328908459,0.0917498153418724
V13,,,,,,,,,,,,,,,,,,,,
V14,0.0612387130010561,0.286581834104218,0.3379102683317,-0.295471190443448,-0.26418751946923,0.0605565293656347,0.342134930167735,0.0950248925221013,0.06864356806149,-0.258848927476038,-0.0763525187346266,-0.201820811483562,,1.0,0.181712851910007,0.67372355202282,-0.0441878856197021,,-0.0172089594159278,-0.110458208881858
V15,0.121066720029235,-0.236131473001754,0.499839400434897,-0.67615795983372,0.587785079743189,-0.0030406362049356,0.0232062572572026,-0.0956515444461558,-0.231644320991324,0.0240464960321311,0.366137926095732,0.302184585550038,,-0.405211799163311,1.0,0.0866036174001443,-0.163478626286453,,-0.187116682311608,0.14791103177949
V16,-0.0750834779479322,-0.0809064360167227,0.0030682384044131,-0.0109290236804715,0.0205838498690822,0.385891673417777,-0.152690289930073,0.226130147698493,0.0570634208224287,0.395438409847295,0.151415876637029,-0.0204853599086187,,0.210429909753221,-0.18223579400792,1.0,-0.566288084959514,,0.0730241495718568,0.119786175590475
V17,0.29709668715904,0.309469997612621,0.0812642170838558,-1.28705198097346,0.18916738862214,-0.651816672709253,0.74870297577062,-0.555768328213163,0.370320331645584,0.500803951293512,-0.164658007476547,0.184816316331915,,-0.550090603087832,0.117325856739971,-0.105816478728462,1.0,,-0.123862007184088,-0.426343891429749
V18,,,,,,,,,,,,,,,,,,,,
V19,0.177999512292089,0.0154778330893814,-0.127378909654202,0.183991583938557,-0.566890891680511,-0.189014627203482,0.209209504650328,0.639407468718662,-0.109269655941141,-0.0126188249556965,-0.2162802400999,-0.152867194659336,,0.201071319472462,-0.312068845791266,-0.251239357075495,0.244580477573573,,1.0,-0.0132608846775408
V20,0.219527055926881,-0.15067074634106,-0.53620571922189,0.412607541968462,,-0.631650761265075,0.0075771648044479,0.318152660268532,-0.728639124789212,-0.591664292498571,-1.29659381232957,0.0554917158585237,,0.438939522923739,-0.890577458711352,1.01043650960167,-0.600224687703491,,0.877857779821757,1.0
