,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
V1,1.0,-0.201397230124286,-0.522670253520151,-0.387093551807162,-0.244119268801645,0.597139808000175,0.638303875073862,0.157978562042156,0.168212782373709,-0.260090156197577,-0.54995496442653,-0.770343217184888,0.158842563284499,-0.197016878231834,0.101162216626866,0.534371674822386,-0.22541221846436,-0.228064906016121,,-0.652912855508937
V2,-0.137597960358219,1.0,-0.0744659298363903,0.0773832945455361,-0.442186321889596,0.0508867775920731,-0.301871506831654,0.544936292484285,-0.392985387219317,0.0983507765901947,0.294903696469197,-0.53235315951026,-0.622415385095071,0.640078146156156,-0.037058560861919,-0.300613866110968,0.176723304397992,0.227767651220859,,0.225999315934839
V3,,0.833904158147798,1.0,-0.66549204726803,0.563767430499972,0.25198161743539,0.764752359758023,-0.265353850476526,0.511103597757715,1.00138576953375,-0.628876824756382,-0.698376211862216,0.686215212256168,-0.512372501213238,0.0074322658273337,0.161840013846136,-0.939847433626753,0.200227733341922,,0.038643149720818
V4,0.0061924965553584,-0.279093488447555,-0.232307385189677,1.0,0.0950963704264641,0.0566719967872868,0.0056124295539853,-0.118295946077595,-0.203350352596107,-0.250070787096104,-0.409112021785319,0.175697051585524,-0.104256312962557,-0.0173742763685442,-0.255673213133857,0.102169991798084,0.373278860695225,-0.135469173431934,,-0.427072461115308
V5,0.497540150903559,-1.13660097036521,-0.65277721729541,-0.72911648385837,1.0,-0.35053481405242,-0.119228633838148,-0.357230397364918,0.0344213185494534,0.822039345523187,-0.243070568420893,-0.231082698941646,0.225913884566543,-0.323353624448798,0.324510447703881,0.162632151420055,-0.655813739886138,0.535826215724503,,-0.390304993035221
V6,-0.0014380750808062,-0.329273344511542,-0.254942942141362,-0.165106063390277,-0.0691106509500538,1.0,0.193302846247111,-0.369833230237323,-0.119948192726613,-0.015453070226279,-0.198310997705798,-0.0516296287795348,0.0173211703371657,-0.284185750707826,0.268974678941212,0.295755062172533,0.0759612565721274,0.153710495875799,,-0.604244649000615
V7,0.282404842080149,-0.0255501128559318,-0.0966554112382401,-0.347832549245193,0.0670949805324889,-0.142651171466953,1.0,-0.172655074031023,0.273838977542272,0.384950289021034,0.349990676991347,-0.0295121954943828,0.414632059443314,-0.685152068588553,0.351239915106211,-0.199446642822286,-0.206437868253426,-0.435795372900647,,-0.222180474347334
V8,0.163553073960595,-0.162829427423119,-0.731752882825858,0.22501899434371,-0.739569102063297,0.45617549105104,-1.12194966764333,1.0,-0.51595118166634,-0.279893059911121,-0.258164915127943,-0.142489871541681,-0.286740654647041,0.819007920052084,-0.554953699991439,-0.0146092651433983,0.164782574278104,-0.608643274801007,,-0.688449679469315
V9,-0.264284322385691,-0.205976754070597,-0.758396743424099,-0.221657324385675,-0.203309333096081,0.74624475519598,-0.569731732844078,-0.838047293296343,1.0,0.337270417886278,-0.509676718021389,-0.158365331741893,0.48107745679128,-0.214817456595935,-0.450433643195913,0.113396189848627,-0.610770889190591,0.434330199774992,,-0.0643964250406014
V10,0.0887949841261461,0.262999432125531,0.0507713312898525,-0.80242932454769,0.156544399820181,0.0111274468867398,0.209673282395588,-0.200847767726429,0.259299946152036,1.0,0.100574446669243,-0.0363121755478866,0.554312004964957,-0.259677376023917,0.327066576676967,0.0775389931671648,-0.811682716699675,0.429407313449806,,-0.100705500329684
V11,-0.423392809378285,0.80707622915683,0.298703808936524,0.064676616327871,-0.225186567553673,-0.371334476431744,0.397890067440324,-0.102232563659263,0.441831749031223,-0.0667137436596855,1.0,1.24841157878855,0.606938769757533,-0.0989806328366386,-0.15515959627748,-0.612498260262264,0.020384922000174,-0.570015420553077,,-0.14934153527502
V12,-0.0392009794751285,-0.283767025073877,-0.147941989250664,-0.211292120931647,-0.217650631526608,0.313431130258764,-0.278578453944776,0.451175638254599,-0.216125421401548,0.0146673939986368,-0.395404402735923,1.0,-0.238115583504282,0.0119278760647804,-0.204426798526346,0.161714723564865,-0.187786532942741,-0.0246030059170714,,-0.0079784760158541
