"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"V1",1,0.475846474637512,NA,-0.459039397169793,0.239642372229011,-0.188774842206507,NA,0.564576843228005,0.226703385828107,NA,NA,0.0949344210926096,-0.261950228497973,-0.381074086351406,0.187794212377211,NA,0.267102139427381,NA,0.0218441650503267,NA
"V2",-0.532341902168939,1,NA,0.453704345270466,-0.182716800032278,0.314499184774605,NA,-0.301881357722322,-0.176609081265819,NA,NA,-0.0686684556791841,0.648343931171608,0.554826538523294,-0.319472653772331,NA,-0.636344588757852,NA,-0.307343758165072,NA
"V3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4",0.390151826673742,-0.583868045166024,NA,1,-0.866778864699907,0.22444248320255,NA,0.815898617562343,0.0153667994776554,NA,NA,0.154720307912497,0.332872882547304,-0.563388231373024,-0.853009347784707,NA,-0.348944278717429,NA,-0.34647883142009,NA
"V5",-0.604975338060397,0.472863542791989,NA,-0.303300469384528,1,NA,NA,0.222433316817279,0.39372953870686,NA,NA,0.0970655715983601,0.394347371935224,-0.378408536500302,-0.311035714266345,NA,-0.503255486747294,NA,-0.0644513645632955,NA
"V6",0.217593829666665,-0.0605785528843255,NA,-0.162838552931416,-0.380615857144019,1,NA,-0.0630263333298016,0.01973256941744,NA,NA,-0.317877164562273,0.0984338726445516,-0.0154274119713646,-0.241337562953242,NA,-0.124162857241633,NA,0.380625403973707,NA
"V7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V8",-0.0119893399624236,-0.0123017511385869,NA,0.402873242641553,-0.504846955060257,0.233516605040152,NA,1,0.126042870638209,NA,NA,0.00906717177906034,0.388427314255011,-0.0802938493248733,-0.14578386395397,NA,-0.442050131926245,NA,0.210087729447711,NA
"V9",1.06063852287945,0.112536054909577,NA,0.422434245663145,-0.532668306329278,-0.257832634169931,NA,0.448692954286591,1,NA,NA,0.907560980555609,0.347246220268058,-0.387404102204289,-0.223216310641762,NA,-0.495938436884426,NA,0.446449195138131,NA
"V10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V12",0.0100680062931308,-0.133492950204832,NA,0.298761915490077,0.607412854375682,-0.195325377926267,NA,0.124076183279553,NA,NA,NA,1,-0.492010136579406,0.137676890208772,-0.359553716501317,NA,0.281378412721642,NA,-0.0516459386050444,NA
"V13",-0.461609230336473,-0.219634567357476,NA,1.06719168394825,-0.0562059156211512,-0.122880028050554,NA,NA,0.0655786641458085,NA,NA,0.0444170638814934,1,NA,-0.617917992842102,NA,-0.671906301537526,NA,NA,NA
"V14",-0.513438976147641,-0.337518038538765,NA,-0.187961546297885,-1.10309089030505,-0.55678530392173,NA,-0.665855830023261,-0.212939623615293,NA,NA,0.900117440883088,-0.824093328443244,1,-0.494965341304686,NA,0.295852958601867,NA,0.424725739702672,NA
"V15",0.071938798930881,0.0182430398585182,NA,-0.395539824436128,-0.44703967532201,-0.335454384790533,NA,0.300811087371638,0.237824593543755,NA,NA,0.20252721264281,0.12039270884153,-0.170934525164096,1,NA,-0.160958721001852,NA,-0.0630834145095742,NA
"V16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V17",0.283651553322445,-0.197383814363492,NA,-0.164503824171256,-0.0599155326675208,0.133534212775859,NA,0.0562583936524771,-0.774449064253772,NA,NA,-0.360323082589914,-1.08343320119285,0.693606854629875,0.335647032580323,NA,1,NA,0.104349849363419,NA
"V18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V19",-0.285242785822715,-0.43262651468969,NA,0.0396190410446103,-0.145443702471397,0.17283949082131,NA,-1.10427095417749,-0.449965203777286,NA,NA,-0.432497771483094,-0.276794087074418,-0.192521955512996,0.381954876697658,NA,0.489884281395821,NA,1,NA
"V20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
