,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
V1,1.0,0.262596132811129,0.0316352580783165,0.202871074721855,0.0320612714340241,0.207380733900552,0.541541244772643,0.0709043136893365,0.0001207656380958,-0.242669262325053,0.486357576290523,0.14274051720701,,-0.0999361178264377,0.298932333576347,-0.298172153768579,,0.0237533706217133,0.0296435374185649,-0.505615737701708
V2,0.321621477389807,1.0,-0.116588331412669,0.080888671692276,0.188080741400043,0.0183642252792488,0.286281788880062,-0.223804192791242,0.0788674172811985,0.293684718791747,-0.0768239244962315,-0.306566844285002,,-0.231074507623704,0.231311703410845,0.287809246822586,,-0.0377941624615815,-0.353221679705219,-0.167282906230665
V3,0.427618478213089,0.277583162747055,1.0,-0.35411256088254,0.36214660589829,0.192766569494873,0.225976339998711,0.207172355407911,0.227312571385066,0.0870712501629238,0.268970854245841,0.150242097373771,,-0.268175705644282,-0.260809215489855,0.0268878486302306,,0.0400322619694633,-0.183615493567067,-0.143273427467735
V4,0.0627910542817005,-0.0028499512557718,0.0503987563246717,1.0,0.349788492413721,-0.3833762210502,0.275423805751964,-0.103026437505388,0.106954894975208,-0.0190083073480576,-0.0902519938360316,-0.18812798006473,,-0.336199700639086,0.0909858616044571,0.0268977041609673,,-0.302403569016563,0.0951634725646067,-0.0336104347192819
V5,0.112409881152109,0.299393229087828,0.257077708059247,-0.234520743448048,1.0,0.235944405538117,0.111970053524468,-0.150621214840574,-0.0832465099651609,0.0034303461668918,0.252403678020496,0.246132670199289,,0.127517345441465,-0.0843537225037093,0.0030439547764142,,0.076173197802561,0.114546548486893,0.0036519315462202
V6,-0.423775396040381,-0.46125497055668,0.130986394624827,-0.011801655424748,0.183001061240622,1.0,-0.137853918580603,-0.429532823320987,-0.0862354604406025,0.322835446233866,0.146750773165758,-0.226455060394018,,0.255892051851933,0.271079655188371,0.539044343290886,,-0.0476460436608329,0.123183511715348,0.160112240319512
V7,0.709458759831731,0.146878042915944,-0.130269785520897,0.165505623729648,0.0772094317740327,0.199785005214244,1.0,-0.255410727658828,0.283970109197865,0.0568050535861863,0.307154115596441,0.185400470511335,,-0.294449307205682,0.131113507176753,0.264011357200659,,0.360048640862704,-0.0857552753623439,-0.0207284103981711
V8,0.693903801047745,0.451771805982025,0.423773307493905,-0.25075443249838,0.411806769476264,0.0396150774523507,0.62601689875456,1.0,0.319635543187702,-0.108847241125525,0.0291756077832216,-0.220988544705558,,0.0243709514501126,-0.618482136919796,-0.0111104154188728,,-0.379834501210482,0.134568659452783,-0.124524322917662
V9,0.244938952284011,0.454959876857664,-0.134906994392247,-0.107244354226592,0.132040124392485,0.657479248018134,0.328061314082702,0.912978285123747,1.0,0.70586311284865,0.491401199900672,-0.491625523008377,,-0.380618925622616,0.146558827974324,0.120037306491692,,0.117285004031192,-0.365869870914722,-0.188865037914128
V10,0.170656929660685,-0.328917570076519,0.630282102776976,-0.0425374676869062,0.854009012022203,0.209598590069529,0.30541919869266,0.609460373736694,-0.0248527312678129,1.0,0.622065964243678,-0.0926303846224602,,-0.39261012573469,0.606801078938833,0.397963627420161,,0.858887123760354,-0.689672144724492,-0.0554169448183098
V11,-0.0805715995898928,0.319544026981017,0.634708054814577,0.27836578317736,0.398020147144532,-0.0597401956684912,-0.280725192996711,0.106845611352607,-0.0531211947448228,-0.0090612704244195,1.0,-0.101457127590161,,0.512837108535965,-0.0366676395591573,-0.307111988005998,,0.565289113625219,-0.257664620388606,0.0342512142492834
V12,0.25499989426878,-0.0812359046919702,0.350437086520903,-0.23252240865105,0.134198576056368,0.136424102230397,-0.386026110975126,-0.269085671625696,-0.310851472118159,-0.0560370071700614,0.37959291237114,1.0,,0.0475530426870693,0.174788142830049,-0.0797269053018674,,0.0487128164169389,0.171745667054576,-0.216505015236637
V13,,,,,,,,,,,,,,,,,,,,
V14,-0.164158485594509,0.0786616561091525,-0.319388763038437,-0.19301535884485,0.200125627817433,0.182579226359285,0.055985946524408,-0.207662228677954,0.0306463673893524,-0.36174390478038,0.143604041270167,-0.0359173073068222,,1.0,-0.675688611544988,-0.0522003050769823,,0.277639464254006,0.377639228676209,0.0550658033270385
V15,-1.02175307608729,-0.285914854767059,1.07133187053385,0.183252799395996,0.880480914728394,0.802041630381752,-0.31888844381837,-1.01518435637559,0.332159896506899,-0.305963830708022,-0.104381767568228,0.427560310274492,,-0.455260340311084,1.0,-0.166294357887082,,-0.246840231208487,0.107427018470949,-0.230517937192172
V16,0.0564097329477196,-0.059158113981177,-0.183022327391633,-0.435364164092398,-0.251586612518555,0.196922814347014,0.40105212930568,0.266799360292492,0.11316747879103,0.141042101224115,0.248457559958174,0.359710919799901,,-0.0317370916902627,0.0031403901959339,1.0,,0.178825663076757,-0.0691207773654523,-0.336497166867188
V17,,,,,,,,,,,,,,,,,,,,
V18,0.106327494126609,0.252096355442342,-0.0373993901956312,-0.0481452360121608,0.0936611466575954,-0.276147056198501,-0.0662247999992873,-0.181557364559664,0.262624622493614,0.0435120677672708,0.485567657655597,-0.0225175917313574,,0.246676327277722,0.200029967173268,0.0391569860760559,,1.0,0.126757446674077,0.0852689198421395
V19,0.139039607515345,0.292757826807265,-0.100550886446895,-0.122721132325839,0.357970929800527,-0.263077447734586,-0.263283065709522,-0.819990894343856,0.0119711160001878,0.0192067458036607,0.220386451157729,0.107007736110836,,0.0119531837185583,0.0979051739819284,-0.143232132536582,,-0.224370881370579,1.0,0.596644849060373
V20,-0.135720279888821,-0.442468666854874,-0.0818452784574395,-0.0602542689569533,-0.0950015385913755,-0.200071597551615,-0.570161616843864,-0.251896576680583,-0.33751461196756,-0.458125869928141,-0.101977443804505,0.604179660221972,,0.189468616453229,-0.154226873478472,-0.160596551103075,,-0.145843487349847,0.67557133971695,1.0
